"","Nazwa","Nazwa_IZFiA","OB","TFI","Data_utworzenia","PW","NW","Aktywa","Profil","OZZ","OZN","OZU","OZW","TER","mean_daily_log_rr","std_daily_log_rr","var_5","var_95","es","eg","yearly_rr","yearly_std","Lokalizacja","Rok","sr","Wiek","Name_time"
"576","Millennium Stabilnego Wzrostu","Millennium FIO S Stabilnego Wzrostu",3.29,"Millennium","2004-02-05",500,500,"128.5","mieszane",3,"1.5",0,"0","3.17","0.000188046","0.00222148","-0.005951926","1.055065783","0.000110903","0.01329843","0.046823409","0.555369997","zagraniczne","2018",0.0591018765459165,14.5278538812785,"Millennium Stabilnego Wzrostu2018"
"577","Millennium Absolute Return","Millennium FIO S Absolute Return",4.56,"Millennium","2005-02-28",500,500,"72.6","absolutnej stopy zwrotu",3.5,"1.5",0,"0","3.81","-2.59763E-05","0.002005719","-0.005396477","0.860489329","-7.03055E-05","-0.023425978","-0.006468108","0.501429833","zagraniczne","2018",-0.0408194859040228,13.462100456621,"Millennium Absolute Return2018"
"578","Millennium Globalny Akcji","Millennium SFIO S Globalny Akcji",7.41,"Millennium","2005-08-22",500,500,"44","akcji",3.5,"1.5",0,"0","3.81","0.00051221","0.003195651","-0.014929372","1.880268902","-0.000903485","-0.123957515","0.127540339","0.798912786","zagraniczne","2018",0.142118565367409,12.9827625570776,"Millennium Globalny Akcji2018"
"579","Millennium Globalny Stabilnego Wzrostu","Millennium SFIO S Globalny Stabilnego Wzrostu",4.9,"Millennium","2005-08-22",500,500,"110.3","mieszane",3.5,"1.5",0,"0","3.64","0.000202733","0.001499644","-0.007758352","0.870676776","-8.41812E-05","-0.039350718","0.050480417","0.374910999","zagraniczne","2018",0.0973042057909856,12.9827625570776,"Millennium Globalny Stabilnego Wzrostu2018"
"580","Millennium Globalny Strategii Alternatywnych","Millennium SFIO S Globalny Strategii Alternatywnych",4.3,"Millennium","2005-08-22",500,500,"14.4","mieszane",2.5,"1.5",0,"0","3.19","7.8258E-05","0.00204696","-0.00911447","1.168765932","-0.000157574","-0.048771384","0.019486233","0.511739989","zagraniczne","2018",0.0107207431858525,12.9827625570776,"Millennium Globalny Strategii Alternatywnych2018"
"581","Millennium Konserwatywny","Millennium SFIO S Konserwatywny",2.24,"Millennium","2016-12-07",500,500,"17.8","mieszane",2.5,"0.8",0,"0","2.08","6.0297E-05","0.001004519","-0.001136604","0.382182569","-0.000107133","-0.026465751","0.015013953","0.251129769","zagraniczne","2018",0.00403756593269514,1.68127853881279,"Millennium Konserwatywny2018"
"582","Millennium Obligacji Korporacyjnych","Millennium FIO S Obligacji Korporacyjnych",2.08,"Millennium","2005-02-28",500,500,"1981.5","d³u¿ne",1.7,"0.6",0,"0","1.84","0.000139585","0.000383456","-0.001986176","0.266738349","8.403E-05","0.025358241","0.034756578","0.095864116","polskie","2018",0.216520830380369,13.462100456621,"Millennium Obligacji Korporacyjnych2018"
"583","Noble Fund Akcji","Noble Fund Akcji",4.03,"Noble Funds","2006-12-01",500,100,"323.9","akcji",4,"3.5",0,"0","4.04","0.000756685","0.006735634","-0.016349335","3.075273268","0.000169809","0.032544497","0.188414472","1.683908582","polskie","2018",0.103577162005342,11.7059360730594,"Noble Fund Akcji2018"
"584","Noble Fund Akcji Ma³ych i Œrednich Spó³ek","Noble Fund Akcji Ma³ych i Œrednich Spó³ek",4.04,"Noble Funds","2007-08-01",500,100,"209.7","akcji",4,"3.5",0,"20","4.9","0.000513435","0.005120436","-0.01422744","2.493669015","-3.12889E-05","0.069133849","0.127845361","1.280108977","polskie","2018",0.0889341165834196,11.040296803653,"Noble Fund Akcji Ma³ych i Œrednich Spó³ek2018"
"585","Noble Fund Global Return","Noble Fund Global Return",4.08,"Noble Funds","2009-03-13",500,100,"60.4","absolutnej stopy zwrotu",4,"3",0,"10","4.93","0.000571576","0.004409255","-0.010834505","1.579466928","-6.20753E-05","-0.040436357","0.14232249","1.102313868","zagraniczne","2018",0.116411934681384,9.42385844748858,"Noble Fund Global Return2018"
"586","Noble Fund Mieszany","Noble Fund Mieszany",4.04,"Noble Funds","2006-12-01",500,100,"82.7","mieszane",4,"3",0,"0","4.08","0.000405312","0.002967614","-0.007516655","1.314476711","-0.000144384","0.001027982","0.100922587","0.741903406","zagraniczne","2018",0.117161595831789,11.7059360730594,"Noble Fund Mieszany2018"
"587","Noble Fund Obligacji","Noble Fund Obligacji",1.54,"Noble Funds","2014-05-02",500,100,"66.3","d³u¿ne",1.5,"1",0,"0","1.54","8.51415E-05","0.000645914","-0.001379852","0.461740998","2.89987E-05","0.008710833","0.021200236","0.161478391","polskie","2018",0.0445894707979844,4.28413242009132,"Noble Fund Obligacji2018"
"588","Noble Fund Pieniê¿ny","Noble Fund Pieniê¿ny",1.02,"Noble Funds","2006-12-01",500,100,"296.3","pieniê¿ne",1,"0.5",0,"0","1.02","0.000130669","0.000273423","-0.001244281","0.148908969","9.0029E-05","0.014233212","0.032536566","0.068355709","polskie","2018",0.2711780225994,11.7059360730594,"Noble Fund Pieniê¿ny2018"
"589","Noble Fund Stabilnego Wzrostu Plus","Noble Fund Stabilnego Wzrostu Plus",3.54,"Noble Funds","2007-12-28",500,100,"188.6","mieszane",3.5,"2",0,"0","3.56","0.000336624","0.002426175","-0.006454608","1.12778947","2.5476E-05","-0.000268462","0.083819377","0.606543831","zagraniczne","2018",0.115110192259131,10.6319634703196,"Noble Fund Stabilnego Wzrostu Plus2018"
"590","Noble Fund Timingowy","Noble Fund Timingowy",4.05,"Noble Funds","2008-07-31",500,100,"71.9","mieszane",4,"3",0,"10","4.45","0.000479399","0.005240347","-0.009589676","2.08004516","0.00016635","0.053138435","0.119370249","1.310086662","zagraniczne","2018",0.0804299837990412,10.040296803653,"Noble Fund Timingowy2018"
"591","Noble Fund Africa and Frontier","Noble Fund Africa and Frontier",4.43,"Noble Funds","2010-08-11",500,100,"7.9","akcji",4,"3.5",0,"0","4.4","0.000685541","0.005151235","-0.014453767","2.48644643","0.000524923","0.088049095","0.170699662","1.287808634","zagraniczne","2018",0.121679306896152,8.0101598173516,"Noble Fund Africa and Frontier2018"
"592","Novo Akcji","Novo FIO (Akcji)",4.43,"Novo","1998-06-01",100,50,"79.7","akcji",4,"4",0,"0","4.02","0.001333026","0.010011177","-0.02537217","4.719942885","-0.000179064","0.049354141","0.331923564","2.502794229","polskie","2018",0.127027448088302,20.212899543379,"Novo Akcji2018"
"593","Novo Aktywnej Alokacji","Novo FIO (Aktywnej Alokacji)",4.07,"Novo","2009-11-02",100,50,"27.7","mieszane",3.5,"3",0,"0","3.52","0.000855297","0.006063753","-0.019701742","3.102873521","0.000532173","0.139436537","0.212968845","1.515938189","zagraniczne","2018",0.13125129140737,8.78264840182648,"Novo Aktywnej Alokacji2018"
"594","Novo Globalnego Dochodu","Novo FIO (Globalnego Dochodu)",4.5,"Novo","2014-07-08",100,50,"0.4","mieszane",2,"1.5",0,"0","5.95","0.000176187","0.002834765","-0.01752124","2.035598459","-0.0011086","-0.108484506","0.043870506","0.708691301","zagraniczne","2018",0.0421488255293259,4.10057077625571,"Novo Globalnego Dochodu2018"
"595","Novo Gotówkowy","Novo FIO (Gotówkowy)",1.77,"Novo","2008-08-04",100,50,"84.1","pieniê¿ne",1,"0.15",0,"0","1.01","4.88483E-05","0.00152462","-0.001225224","0.634830942","-1.08004E-05","-0.009947176","0.012163236","0.381154935","polskie","2018",-0.00481894324679281,10.0293378995434,"Novo Gotówkowy2018"
"596","Novo Ma³ych i Œrednich Spó³ek","Novo FIO (Ma³ych i Œrednich Spó³ek)",2.28,"Novo","2017-06-06",100,50,"12.6","akcji",4,"4",0,"0","2.28","-0.000199996","0.003967944",NA,NA,NA,NA,"-0.028399475","0.567416017","polskie","2018",-0.0747237894766725,1.18550228310502,"Novo Ma³ych i Œrednich Spó³ek2018"
"597","Novo Obligacji Przedsiêbiorstw","Novo FIO (Obligacji Przedsiêbiorstw)",2.03,"Novo","1998-06-01",100,50,"223.6","d³u¿ne",1.9,"0.1",0,"0","1.9","-5.22997E-05","0.002311581","-0.00221239","1.020396926","5.88522E-05","0.013292877","-0.013022621","0.577895308","polskie","2018",-0.0467604090670347,20.212899543379,"Novo Obligacji Przedsiêbiorstw2018"
"598","Novo Papierów D³u¿nych","Novo FIO (Papierów D³u¿nych)",2.21,"Novo","2001-01-19",100,50,"25.8","d³u¿ne",1.5,"0.5",0,"0","1.52","-0.000150364","0.003267321","-0.002965053","1.436754544","-6.79223E-05","-0.020780434","-0.037440561","0.81683032","polskie","2018",-0.0629758222001358,17.5744292237443,"Novo Papierów D³u¿nych2018"
"599","Novo Stabilnego Wzrostu","Novo FIO (Stabilnego Wzrostu)",3.72,"Novo","1999-09-01",100,50,"43.6","mieszane",3,"1.5",0,"0","3.01","0.000277713","0.005643596","-0.00997757","2.608761694","0.000106476","0.059523695","0.069150563","1.410898952","zagraniczne","2018",0.0390889531258224,18.9608447488584,"Novo Stabilnego Wzrostu2018"
"600","Novo Zrównowa¿onego Wzrostu","Novo FIO (Zrównowa¿onego Wzrostu)",4.13,"Novo","1998-06-01",100,50,"53.8","mieszane",4,"2",0,"0","4.24","0.000644366","0.00681198","-0.016922893","3.246631229","4.75933E-05","0.052411818","0.16044702","1.702994913","zagraniczne","2018",0.0859938094248435,20.212899543379,"Novo Zrównowa¿onego Wzrostu2018"
"601","DB Fund Dynamiczny","DB Funds FIO (Dynamiczny)",2.97,"DB Funds","2012-04-16",100,50,"1.8","akcji",2,"2",0,"0","3.12","0.000445982","0.004327177","-0.010810279","1.983318814","0.00016457","0.084471831","0.111495504","1.086121485","polskie","2018",0.0897648240518877,6.32796803652968,"DB Fund Dynamiczny2018"
"602","DB Fund Globalny Zrównowa¿ony","DB Funds FIO (Globalny Zrównowa¿ony)",4.34,"DB Funds","2012-04-16",100,50,"1.4","mieszane",1.3,"1.5",0,"0","2.2","-0.000106762","0.002761714","-0.007470407","1.424475535","0.000102937","0.039060795","-0.026690492","0.693190217","zagraniczne","2018",-0.0587003264069435,6.32796803652968,"DB Fund Globalny Zrównowa¿ony2018"
"603","DB Fund Instrumentów D³u¿nych","DB Funds FIO (Instrumentów D³u¿nych)",9.59,"DB Funds","2012-04-16",100,50,"2.6","d³u¿ne",0.5,"0.5",0,"0","1.57","2.7634E-05","0.000477087","-0.000978139","0.277115255","3.06165E-05","0.007682408","0.00690849","0.119748894","polskie","2018",-0.0592198371368674,6.32796803652968,"DB Fund Instrumentów D³u¿nych2018"
"604","Opera Avista.pl","OPERA FIO (Avista.pl)",1.32,"Opera","2007-02-28",500,500,"20.4","d³u¿ne",0.3,"0",0,"0","0.87","-5.30981E-05","0.002015136","-0.002606511","0.941023723","2.82649E-05","0.006935051","-0.013274531","0.505799151","polskie","2018",-0.0539236393459269,11.462100456621,"Opera Avista.pl2018"
"605","Opera Equilibrium.pl","OPERA FIO (Equilibrium.pl)",6.18,"Opera","2008-06-30",500,500,"5.8","mieszane",1.75,"0.5",0,"10","4.91","0.000868165","0.006768587","-0.014215037","3.029197492","-0.00011038","0.005465885","0.21704132","1.698915341","zagraniczne","2018",0.119512323598472,10.1252283105023,"Opera Equilibrium.pl2018"
"606","Opera Pecunia.pl","OPERA FIO (Pecunia.pl)",1.54,"Opera","2010-10-07",500,500,"11.4","pieniê¿ne",0.3,"0",0,"0","1.12","5.68281E-05","0.00090021","-0.001270366","0.43215584","4.36639E-05","0.002965429","0.014207027","0.225952651","polskie","2018",0.000916240633087329,7.85399543378995,"Opera Pecunia.pl2018"
"607","Opera NGO SFIO","OPERA NGO SFIO",5.95,"Opera","2006-02-22",50000,10000,"17.6","mieszane",1.5,"0",0,"10","4.33","0.003766897","0.009665616","-0.010859231","0.914775653","0.003326778","0.202523261","0.195878668","0.512277639","zagraniczne","2018",0.355039248550921,12.4785388127854,"Opera NGO SFIO2018"
"608","Opera Alfa-plus.pl","OPERA SFIO (Alfa-plus.pl)",6.29,"Opera","2009-04-17",160000,10000,"33.5","absolutnej stopy zwrotu",0,"1.5",1,"25","4.6","0.002364017","0.006207854","-0.033114144","1.008410532","0.004807751","0.26409042","0.134748975","0.360055557","zagraniczne","2018",0.335362064693811,9.32796803652968,"Opera Alfa-plus.pl2018"
"609","Opera Avista-plus.pl","OPERA SFIO (Avista-plus.pl)",4.92,"Opera","2009-04-17",160000,10000,"1.9","d³u¿ne",0,"0.5",1,"10","3.55","-0.000165874","0.00228628","-0.004926334","0.24795761","0.000190417","0.059810023","-0.009454845","0.132604266","zagraniczne","2018",-0.176878510077496,9.32796803652968,"Opera Avista-plus.pl2018"
"610","Opera Tutus-plus","OPERA SFIO (Tutus-plus)",2.52,"Opera","2011-12-07",160000,10000,"231.8","d³u¿ne",0.17,"1.5",1,"4.88","0.46","0.000540291","0.003451573","-0.004919012","0.332003636","5.87189E-05","0.002907017","0.030796599","0.200191213","polskie","2018",0.0839027784900829,6.68675799086758,"Opera Tutus-plus2018"
"611","Open Finance Akcji","Open Finance Akcji",5.05,"Open Finance","2012-11-08",500,100,"3.2","akcji",4,"4",0,"20","5.05","0.000468563","0.006448628","-0.014565858","2.806790616","0.000130589","0.069934262","0.116203595","1.605708257","polskie","2018",0.0636501646886655,5.7634703196347,"Open Finance Akcji2018"
"612","Open Finance Akcji Ma³ych i Œrednich Spó³ek","Open Finance Akcji Ma³ych i Œrednich Spó³ek",4.81,"Open Finance","2012-11-08",500,100,"6.8","akcji",4,"4",0,"20","4.82","0.000324425","0.005010347","-0.012469135","2.364370166","9.48186E-05","0.113680851","0.080457413","1.247576462","polskie","2018",0.0532692103644386,5.7634703196347,"Open Finance Akcji Ma³ych i Œrednich Spó³ek2018"
"613","Open Finance Aktywnej Alokacji","Open Finance Aktywnej Alokacji",4.8,"Open Finance","2012-11-08",500,100,"5.8","mieszane",4,"3.5",0,"15","4.8","-9.98062E-05","0.002975008","-0.004630943","0.887196698","0.000252349","0.0426403","-0.024751929","0.740777037","zagraniczne","2018",-0.0523125408381146,5.7634703196347,"Open Finance Aktywnej Alokacji2018"
"614","Open Finance Obligacji","Open Finance Obligacji",2.48,"Open Finance","2012-11-08",500,100,"20.9","d³u¿ne",2,"1",0,"0","2.49","8.99013E-05","0.000916014","-0.001702676","0.572435109","-9.41484E-06","-0.005515393","0.022295524","0.228087406","polskie","2018",0.0363699344276816,5.7634703196347,"Open Finance Obligacji2018"
"615","Open Finance Pieniê¿ny","Open Finance Pieniê¿ny",1.61,"Open Finance","2012-11-08",500,100,"27.6","d³u¿ne",1.2,"0",0,"0","1.61","6.9584E-05","0.000491602","-0.000647878","0.1747449","4.48554E-05","0.012047889","0.017256834","0.122409017","polskie","2018",0.0266061608843734,5.7634703196347,"Open Finance Pieniê¿ny2018"
"616","Open Finance Stabilnego Wzrostu","Open Finance Stabilnego Wzrostu",4.24,"Open Finance","2012-11-08",500,100,"11.6","mieszane",3.5,"3",0,"0","4.24","4.11894E-05","0.002076388","-0.003705239","0.72030355","6.40347E-05","0.013354929","0.010214969","0.51702058","zagraniczne","2018",-0.00732085171541914,5.7634703196347,"Open Finance Stabilnego Wzrostu2018"
"617","mFundusz dla aktywnych","Subfundusz mFundusz dla aktywnych",2.78,"mFundusze Dobrze Lokuj¹ce","2016-11-08",1000,100,"86.9","mieszane",0.7,"0",0,"20","1.67","0.000259515","0.001513707","-0.001976206","0.610549038","0.000168749","0.03541797","0.064619348","0.37842674","zagraniczne","2018",0.133762608847356,1.76073059360731,"mFundusz dla aktywnych2018"
"618","mFundusz dla ka¿dego","Subfundusz mFundusz dla ka¿dego",1.79,"mFundusze Dobrze Lokuj¹ce","2016-11-08",1000,100,"364.9","d³u¿ne",0.4,"0",0,"20","1","0.000128282","0.000400438","-0.0007578","0.169651317","2.96653E-05","0.005364356","0.031942178","0.100109551","polskie","2018",0.179225436741795,1.76073059360731,"mFundusz dla ka¿dego2018"
"619","mFundusz dla odwa¿nych","Subfundusz mFundusz dla odwa¿nych",3.8,"mFundusze Dobrze Lokuj¹ce","2016-11-08",1000,100,"32.5","akcji",1,"0",0,"20","2.61","0.000329069","0.002739529","-0.003454505","1.095043336","0.00028479","0.074173523","0.08193827","0.684882179","zagraniczne","2018",0.0991970182363294,1.76073059360731,"mFundusz dla odwa¿nych2018"
"620","Arka BZ WBK Akcji Ma³ych i Œrednich Spó³ek","",4.8,"Arka BZ WBK","2017-11-03",1000,100,"86.3","akcji",4,"0",NA,"0",NA,"0.003088339","0.004756793",NA,NA,NA,NA,"0.117356888","0.185514924","polskie","2018",0.557135166117417,0.774543378995434,"Arka BZ WBK Akcji Ma³ych i Œrednich Spó³ek2018"
"621","Arka Presti¿ Akcji Europejskich","Arka Presti¿ Akcji Europejskich",3.33,"Arka Presti¿","2016-02-19",10000,1000,"118.2","akcji",2.5,"0",NA,"0","2.69","0.000255882","0.005221266","-0.016809074","2.767565078","0.001078845","0.202495872","0.063714668","1.305316586","zagraniczne","2018",0.0380862915044581,2.48127853881279,"Arka Presti¿ Akcji Europejskich2018"
"622","Arka Presti¿ Europejskich Spó³ek Dywidendowych","Arka Presti¿ Europejskich Spó³ek Dywidendowych",3.58,"Arka Presti¿","2016-02-19",10000,1000,"30.1","akcji",2.5,"0",NA,"0","2.87","0.000134896","0.004153327","-0.013166538","2.282540344","0.000250884","0.025614932","0.03358908","1.038331837","zagraniczne","2018",0.0188659148279588,2.48127853881279,"Arka Presti¿ Europejskich Spó³ek Dywidendowych2018"
"623","AXA Akcji Amerykañskich","",1.5,"AXA","2017-11-03",100,100,"5.8","akcji",1.5,"3.5",0,"0",NA,"-4.21306E-05","5.52124E-05",NA,NA,NA,NA,"-0.001600961","0.002153282","zagraniczne","2018",-7.24520104658842,0.774543378995434,"AXA Akcji Amerykañskich2018"
"624","AXA Akcji Europejskich Ma³ych Spó³ek","",1.5,"AXA","2017-11-03",100,100,"73.4","akcji",1.5,"2",0,"0",NA,"-4.21306E-05","5.52124E-05",NA,NA,NA,NA,"-0.001600961","0.002153282","zagraniczne","2018",-7.24520104658842,0.774543378995434,"AXA Akcji Europejskich Ma³ych Spó³ek2018"
"625","AXA Amerykañskich Obligacji Korporacyjnych","",1.2,"AXA","2017-11-03",100,100,"25.5","d³u¿ne",1.2,"3.5",0,"0",NA,"-3.15916E-05","5.74741E-05",NA,NA,NA,NA,"-0.00120048","0.00224149","zagraniczne","2018",-6.78141771767887,0.774543378995434,"AXA Amerykañskich Obligacji Korporacyjnych2018"
"626","AXA Globalnej Makroalokacji","",1.8,"AXA","2017-11-03",100,100,"5.3","absolutnej stopy zwrotu",1.8,"4",0,"0",NA,"0.000253983","0.00092879",NA,NA,NA,NA,"0.009651336","0.036222827","zagraniczne","2018",-0.120053136658826,0.774543378995434,"AXA Globalnej Makroalokacji2018"
"627","AXA Globalny Akcji","",2,"AXA","2017-11-03",100,100,"31.7","akcji",2,"5",0,"0",NA,"-6.05839E-05","6.80005E-05",NA,NA,NA,NA,"-0.002302188","0.002652021","zagraniczne","2018",-6.14708103744277,0.774543378995434,"AXA Globalny Akcji2018"
"628","AXA Globalnych Strategii D³u¿nych","",1.5,"AXA","2017-11-03",100,100,"25.8","d³u¿ne",1.5,"2",0,"0",NA,"-3.15916E-05","5.74821E-05",NA,NA,NA,NA,"-0.00120048","0.002241802","zagraniczne","2018",-6.78047392231785,0.774543378995434,"AXA Globalnych Strategii D³u¿nych2018"
"629","Esaliens Makrostrategii Papierów D³u¿nych","",3.5,"Esaliens","2017-07-20",100,100,"12.6","absolutnej stopy zwrotu",1.9,"0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2018",NA,1.06495433789954,"Esaliens Makrostrategii Papierów D³u¿nych2018"
"630","Arka Strategia Stabilna","",1.2,"Arka Presti¿","2018-02-09",1000,500,"3.6","mieszane",0.2,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2018",NA,0.505936073059361,"Arka Strategia Stabilna2018"
"631","Arka Strategia Konserwatywna","",1.1,"Arka Presti¿","2018-02-05",1000,500,"22.5","mieszane",0.1,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2018",NA,0.51689497716895,"Arka Strategia Konserwatywna2018"
"632","Arka Strategia Dynamiczna","",1.3,"Arka Presti¿","2018-02-09",1000,500,"1.9","mieszane",0.3,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2018",NA,0.505936073059361,"Arka Strategia Dynamiczna2018"
"633","Arka Strategia Akcyjna","",1.4,"Arka Presti¿","2018-02-09",1000,500,"1.3","akcji",0.4,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2018",NA,0.505936073059361,"Arka Strategia Akcyjna2018"
"634","Arka Presti¿ Technologii i Innowacji","",3.5,"Arka Presti¿","2018-02-05",20000,1000,"8","akcji",2.5,"0",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2018",NA,0.51689497716895,"Arka Presti¿ Technologii i Innowacji2018"
